,sentence
178,양정원은 손호영의 바지까지 직접 접어주는 등 적극적으로 코디를 해줬고 손호영은 옷까지 선물해 미묘한 분위기를 자아냈다.
179,손호영은 “한 번 여사친이 되면 설렘 포인트가 생길 수 있을지 궁금하다라고 털어놨고 이에 다른 출연자들은 “여사친이 애인으로 발전할 수 있다며 관계 발전을 기대했다.
180,양정원은 “오빠가 짜증을 내거나 화를 내거나 기분이 언짢은 모습을 한 번도 못 봤다.
181,이에 손호영은 “안 그래도 이런 말을 듣고 감정 표현을 하려고 노력하고 있다.
182,양정원은 여러 사람이 있을 때 마음에 드는 한 사람에게만 특별하게 대하라며 손호영의 매너를 호감으로 착각할 수 있다고 지적했다.
183,주변 동료들이 자신을 피할 정도로 오해를 받았다는 손호영은 “서로 얘기하다가 ‘너한테도 그랬어?’라고 얘기하면서 갑자기 나랑 연락이 안 되고 나를 피하더라.
184,스포츠조선 백지은 기자 음주운전 파문으로 활동을 중단했던 애프터스쿨 출신 리지가 복귀 시동을 건다.
185,리지가 다방면으로 활발하게 활동할 수 있도록 전폭적으로 지원하겠다고 밝혔다.
186,지금은 본인이 위축돼 있는 상황이지만 예전에 활동을 잘해왔고 텐션이 좋아 연기나 예능 등 다양한 분야에서 열심히 활동할 계획이라고 덧붙였다.
187,그런데 정작 리지 본인이 음주운전을 했다는 사실이 알려지며 내로남불(내가 하면 로맨스 남이 하면 불륜) 리적리(리지의 적은 리지)라는 등의 비난이 일었다.
188,그런데 그는 기사님이 그렇게 다치지 않았는데 기사가 참 그렇다 사람을 너무 죽으라고 하는 것 같다는 등의 발언을 해 또 다시 논란을 자초했다.
189,정작 리지의 음주운전으로 피해를 본 장본인은 택시기사인데 피해의 정도를 가해자가 판단하는 것은 지나치게 이기적인 발상이기 떄문이다.
190,또 소속사 측의 성의없는 사과문 발표 이후 아무런 입장도 밝히지 않았던 그가 공판을 코앞에 두고서야 눈물을 흘리며 사과방송을 한 것은 형량을 줄이려는 악어의 눈물이 아니냐는 의혹의 시선도 있었다.
191,자숙 기간 동안에도 그는 자신의 개인계정을 통해 골프를 치거나 해외 여행을 다니는 등의 근황을 꾸준히 공개해왔다.
192,그리고 이제는 최무성이 소속된 비케이이엔티와 전속계약을 체결하며 연기활동을 중심으로 활동을 재개할 전망이다.
193,최근 배우 김새론 제국의아이들 출신 문준영 노엘 신화 신혜성 등 연예인 음주운전 사건이 잇달아 발생하며 동종 범죄에 대한 여론이 더욱 악화되고 있는 상황이다.
194,이런 가운데 너무나 짧은 자숙을 마치고 복귀를 선언한 리지가 국민 밉상에서 탈출할 수 있을지 귀추가 주목된다.
195,스포츠서울 | 조은별기자가을 비수기에 접어든 극장가의 비상 대책 카드는 ‘떼창’이다.
196,글로벌 팝스타와 K팝스타의 열성 팬덤을 노린 이색 프로모션이 관객을 유혹한다.
197,CGV가 해외 팝스타의 라이브 콘서트를 실시간으로 스트리밍 중계하는 것은 이번이 처음이다.
198,이들의 히트곡 ‘픽스유’(Fix YOU) ‘비바 라 비다’(Viva la Vida) ‘옐로우’(Yellow) 등은 국내에서도 큰 사랑을 받았다.
199,특히 이번 아르헨티나 공연에는 한국이 낳은 세계적인 그룹 방탄소년단의 맏형 진이 합류하면서 방탄소년단의 열성팬덤 아미(ARMY)들까지 관람열기를 더할 전망이다.
200,진은 콜드플레이와 협업한 자신의 첫 솔로 싱글 ‘디 아스트로넛(The Astronaut)’을 전세계 팬들에게 들려줄 예정이다.
201,메가박스는 지난해 설 연휴 가수 송가인의 다큐멘터리 ‘송가인 더 드라마’를 단독 진행했다.
202,황재현 CJ CGV 커뮤니케이션팀 팀장은 “팬들 입장에서는 극장에서 큰 스크린을 통해 아티스트의 무대를 풍부한 사운드로 즐길 수 있고 아티스트를 상징하는 색깔 옷을 맞춰입고 단합을 느낄 수 있을 것이라며 “관객에게 새로운 즐거움을 제공하기 위한 극장가의 새로운 기획이라고 말했다.
203,장르와 매체를 가리지 않고 활약하고 있는 윤기원은 예능 프로그램에서도 존재감을 보였다.
204,‘복면가왕’ ‘불타는 청춘’을 비롯해 최근에는 ‘돌싱포맨’ ‘미운우리새끼’들에 출연해 입담과 몸개그로 웃음을 선사했다.
205,com *재판매 및 DB 금지 *재판매 및 DB 금지서울뉴시스장인영 인턴 기자 이별도 리콜이 되나요?에서 연예인과 교제했던 리콜녀의 사연이 공개된다.
206,이 때문에 X와 예전처럼 평범한 연애를 하는 것이 불가능했고 리콜녀는 계속해서 현실의 벽과 부딪힌다.
207,보고 싶을 때 마음대로 볼 수 없고 일방적으로 X에게 맞춰주는 연애에 지쳐간 리콜녀는 미국으로 훌쩍 떠나버린다.
208,미국에서 학업에 매진한 리콜녀는 승무원이 되고 시간이 흘러 비행기 안에서 승무원과 승객 사이로 X와 마주한다.
209,제작진은 리콜녀가 찾는 X의 정체에 대해 모두의 관심이 집중되는 가운데 여전히 X에 대한 애틋한 마음을 가지고 있는 리콜녀가 이별 리콜에 성공할 수 있을지 지켜봐 달라고 전했다.
210,유명 작곡가 돈스파이크 등 유명 작곡가 아이돌 출신 연예인 등의 마약 투약사건이 잇따라 터지면서 우리 사회의 마약 확산 실태에 대한 경각심도 커지고 있다.
211,이런 가운데 마약 투약으로 사회적 물의를 일으켰던 연예인들이 은근슬쩍 방송에 복귀하면서 시민들의 분노를 사고 있다.
212,네티즌들은 사회적으로 물의를 일으켰던 연예인들이 하나둘씩 은근슬쩍 방송에 복귀하는 것이 자라나는 청소년들에게 좋지 않은 영향을 미칠 것이라는 반응을 보이고 있다.
213,그에 따라 그룹 아이콘에서 탈퇴했고 소속사 YG엔터테인먼트 전속 계약도 해지됐다.
214,WET 제작진은 실력있는 한국 DJ들이 국내를 넘어 세계에서도 사랑받을 수 있도록 DJ들의 글로벌 진출의 발판이 되어주고자 기획된 프로그램이라며 해외에 영향력을 가진 아티스트이자 프로듀서로서 역량이 뛰어난 뮤지션인 비아이를 MC로 발탁했다고 소개했다.
215,그러나 인터넷에선 이렇게 빨리 복귀해도 괜찮냐며 그의 방송연예계 복귀를 비난하는 목소리가 뜨겁다.
216,국제범죄 중점 검찰청인 인천지검은 대검 지시로 마약범죄 특별수사팀을 꾸리고 경찰·해양경찰·관세청과 함께 공조 수사를 강화하고 있다.
217,부친이 운영하는 호텔에 놀러 온 코미디언들의 숙박을 책임지며 가까워졌고 이들을 통해 차츰 연예계 인맥을 넓혀나갔다고 한다.
218,강씨는 연예인이 호텔 근처로 놀러 오면 숙박부터 차량 대절 식사까지 도맡아 환심을 샀다고 이진호는 전했다.
219,이하늘과는 이후 제주도에서 동거까지 했는데 이 시기 수많은 연예인을 소개받았다고 한다.
220,이 과정에서 강씨는 지드래곤의 어머니와 먼저 친해졌고 이후에는 지드래곤과도 가까워졌다고 말했다.
221,이어 특히 지드래곤은 몽상드애월에서 파티를 연 적이 있는데 여기에 강씨까지 초대해 많은 연예인을 소개해줬다.
222,강씨는 원래도 인맥이 넓었는데 지드래곤을 통해 톱스타들과도 친분이 생겼다고 밝혔다.
223,다만 카페를 운영하는 과정에서 생긴 마찰로 현재는 사업에서 손을 뗀 것으로 전해졌다.
224,특히 결혼식엔 배우 이병헌 이진욱 홍석천 지현우 이민정 이제훈 가수 싸이 슈퍼주니어 비 김종국 등 연예인 수백명이 축전 영상을 보내 화제가 됐다.
225,여기에 전주(錢主)에게 승부조작과 관련된 정보를 전달해 이중의 수입을 챙기기도 했다.
226,유튜버 겸 사업가 하늘이 초호화 연예인 하객으로 관심을 받자 이를 해명했다.
227,괜히 저 때문에 이것저것 일이 커지는 것 같아 죄송한 마음이라고 글을 적었다.
228,이어 “과분한 관심이 힘들어 당분간 (SNS를) 비공개로 운영하겠다라고 게재한 뒤 비공개로 전환했다.
229,유튜버 겸 사업가 하늘이 초호화 연예인 하객으로 관심을 받자 이를 해명했다.
230,또 이병헌 이진욱 지현우 이제훈 이민정 싸이 비 다이나믹 듀오 김희철 크러쉬 김재중 이민우 백현 윤도현 박재범 송민호 등도 결혼 축하 영상을 보내 화제가 됐다.
231,이진호는 “연예인이나 방송국이 제주도 촬영을 오면 대부분 이들 형제들에게 도움을 받는다.
232,이젠 단순히 미혼남녀가 한데 모여서 짝을 찾는 것을 넘어서 같은 방에서 동침을 하거나 서로를 체인으로 결박한다.
233,전 연인 앞에서 새로운 이성과 핑크빛 기류를 풍기고 관계 판도를 바꿀 만한 비밀을 지닌 채 아슬아슬한 썸을 타기도 한다.
234,각 방송사가 너도나도 시류를 따라 편성한 신규 연애예능들이 줄줄이 고배를 마신 가운데 연애예능 대유행의 출발점으로 통하는 티빙 ‘환승연애’만은 독보적인 화제성을 자랑해 이목을 끈다.
235,‘환승연애’는 이별한 커플들이 한 집에 모여 지나간 연애를 되짚고 새 인연을 마주하며 자신만의 사랑을 찾아가는 과정을 담은 연애 리얼리티다.
236,시청자들은 카메라를 의식하지 않고 진심을 다하는 출연자들에게 마음을 열었다.
237,사랑 앞에서 때때로 서툴고 찌질한 이들에게서 자신을 발견하며 ‘과몰입’을 호소하기도 했다.
238,출연자들이 흡연 중 깊게 나눈 이야기까지 덜어내지 않고 담아낸 제작진의 전략이 통한 셈이다.
239,무엇보다 타 연애예능과 달리 참가자들의 얼굴과 몸매가 아닌 감정선에 집중하고 침대를 공유하는 등 자극적인 설정에 기대지 않는다는 점에서 점수를 높이 샀다.
240,제작진은 X룸 등 출연진의 관계성에 영향을 미칠 수 있는 장치를 군데군데 넣어 재미를 배가하는 것을 택했다.
241,간결하지만 참신한 구성은 위험 부담에 비해 성공을 보장할 수 없는 비연예인 리얼리티의 한계를 극복했다는 평을 끌어냈다.
242,이 상황에서 인물들이 자연스럽게 전 연인에 대한 미련과 질투 새 인물에 대한 설렘을 느낄 수밖에 없다.
243,시청자 스스로 상황에 이입하면서 추억에 젖거나 기대감과 설렘을 가질 수 있게 유도한다며 “다수의 연애 프로그램이 단순히 설렘 혹은 현실성을 자극한다면 ‘환승연애’는 시청자가 느낄 수 있는 연애의 모든 감정을 자극한다는 점에서 돋보인다고 전했다.
244,‘환승연애’의 인기를 통해 주 시청층인 MZ세대가 유독 ‘솔직하고 공감되는 서사’에 열광한다고 볼 여지도 있다.
245,또 다른 관계자는 “지난해 말 ‘위드 코로나’가 시작되면서 여행 예능이 쏟아졌지만 화제성은 기대보다 저조했다.
246,시대의 흐름에 적합한 소재였음에도 젊은 시청자들이 외면한 이유는 공감할 만한 포인트가 없었기 때문이라고 생각한다.
247,그리고 꾸며지고 가공됐다는 인상을 주는 스타들보다는 다듬어지지 않았다고 여겨지는 비연예인들이 보편적인 감정을 솔직하게 다루는 예능에 적합하다고 판단하는 경향이 있어 보인다며 “그리고 ‘환승’이라는 설정이 묘한 판타지를 형성하지 않나.
248,‘사실 나도 해보고 싶었는데’ 혹은 ‘이랬으면 어땠을까’ 등 실행에 옮기지 못했던 생각을 현실로 끄집어낸 자체가 공감 요소라고 분석했다.
249,스포츠조선닷컴 이지현 기자 위너 송민호 동생 송단아가 쿠팡플레이 새 예능 사내연애에 출연한다.
250,그 중에서도 가장 눈에 띄는 부분은 출연진들의 훈훈한 비주얼에 반해버린 예비 시청자들의 반응이다.
251,등 출연진들에 대한 호기심 어린 질문들이 이어지는 가운데 실제 송민호의 동생으로 잘 알려진 송단아가 사내연애에 출연한다는 사실이 알려져 더욱 궁금증을 더한다.
252,F. O) 멤버로 데뷔해 바운스라는 곡으로 각종 음악방송 무대에 오르기도 했다.
253,Mnet 서바이벌 WHO IS NEXT: WIN에서 오빠인 송민호를 객석에서 응원하는 모습이 공개되는가 하면 위너TV에도 등장해 팬들에게는 익숙한 모습이다.
254,전북도 제공전북도가 전북 출신 연예인을 명예 홍보대사로 위촉해 고향사랑기부제와 대규모 국제행사 등을 홍보한다.
255,명예 홍보대사는 고향사랑기부제와 관련한 유튜브 영상 촬영과 아태마스터스 홍보행사에 참여할 예정이다.
