,sentence
7195,이에 신아영의 지인인 윤지연 아나운서는 후후후 못 참지 못 참지 슬슬 슈팅(태명)이가 시동을 거는구만이라는 댓글을 남겼다.
7196,또한 그는 SBS 예능프로그램 골 때리는 외박에 출연해 임신 사실을 밝히며 정규리그 중 임신했다.
7197,생활숙박시설과 오피스텔 모두 일상에 필요한 가전 가구 등을 제공하는 풀퍼니시드 시스템이 적용된다.
7198,가전은 양문형 냉장고 광파오븐 식기세척기 워시타워(세탁기 건조기) 시스템 에어컨 시스클라인 등이 제공된다.
7199,또한 생활숙박시설의 경우 조식과 하우스키핑 펫케어 카셰어링 등 컨시어지 서비스를 제공할 예정이다.
7200,또한 이마트 별내점 롯데시네마 별내점 현대프리미엄 아울렛 스페이스원 코스트코 상봉점 구리 농수산물도매시장 등까지 생활 인프라 접근성도 용이하다.
7201,별내신도시를 둘러싸고 불암산 수락산과 갈매천 용암천 산책로 별내 체육공원 등도 자리하고 있다.
7202,신상출시 편스토랑 이정현 (사진KBS)‘신상출시 편스토랑’ 이정현이 출격한다.
7203,알(맛을 잘 아는)’ 스타들이 혼자 먹기 아까운 필살의 메뉴를 공개 이 중 메뉴 평가단의 평가를 통해 우승을 차지한 메뉴가 방송 다음 날 전국 편의점에 출시되는 신개념 편의점 신상 서바이벌이다.
7204,TV 속 먹방을 보며 “나도 먹고 싶다를 외쳤던 시청자들의 로망을 충족시켜준다는 점 판매수익금을 결식아동에게 기부한다는 점 외에도 ‘신상출시 편스토랑’이 특별한 이유는 또 있다.
7205,이에 많은 시청자들이 ‘신상출시 편스토랑’ 이정현의 예고 공개 직후 “이정현이 드디어 나온다 “요리를 잘한다고 소문이 자자하던데 “과연 어떤 메뉴를 내놓을지 기대된다 “스크린이나 무대 속 이정현이 아닌 실제 이정현의 모습이 궁금하다 “본방사수각 등 폭발적 반응을 쏟아내기도 했다.
7206,무엇보다 이정현이첫 고정 예능 프로그램이자 결혼 후 처음으로 리얼한 일상을 낱낱이 공개한다는 점에서 기대를 모은다.
7207,‘와’ ‘바꿔’ ‘줄래’ 등 화려한 콘셉트로 가요계를 호령했던 가수 시절부터 데뷔작인 ‘꽃잎’부터 시작해 ‘군함도’ ‘명량’ 등에서 강렬한 연기를 보여주고 있는 현재까지 그 어디서도 공개하지 않았던 이정현의 일상과 반전 매력이 공개될 예정이다.
7208,이와 관련 ‘신상출시 편스토랑’ 제작진은 “이정현이 첫 등장부터 엄청난 요리 실력을 자랑했다.
7209,그녀의 일상은 물론 그녀가 앞으로 어떤 메뉴를 선보이고 어떻게 평가단과 시청자의 입맛을 사로잡을지 제작진도 기대된다.
7210,이와 함께 이정현의 등장으로 시작된 기존 편셰프들의 견제 또한 볼거리가 될 것이다.
7211,이번 ‘신상출시 편스토랑’에서는 이정현의 합류와 함께 ‘우리 쌀’ ‘우리 밀’에 이은 세 번째 메뉴대결 주제도 공개될 예정.
7212,알(맛을 잘 아는) 스타들이 혼자 먹기 아까운 필살의 메뉴를 공개 이 중 메뉴 평가단의 평가를 통해 우승을 차지한 메뉴가 방송 다음 날 전국 편의점에 출시되는 신개념 편의점 신상 서바이벌이다.
7213,TV 속 먹방을 보며 나도 먹고 싶다를 외쳤던 시청자들의 로망을 충족시켜준다는 점 판매수익금을 결식아동에게 기부한다는 점 외에도 신상출시 편스토랑이 특별한 이유는 또 있다.
7214,무엇보다 이정현이 첫 고정 예능 프로그램이자 결혼 후 처음으로 리얼한 일상을 낱낱이 공개한다는 점에서 기대를 모은다.
7215,와 바꿔 줄래 등 화려한 콘셉트로 가요계를 호령했던 가수 시절부터 데뷔작인 꽃잎부터 시작해 군함도 명량 등에서 강렬한 연기를 보여주고 있는 현재까지 그 어디서도 공개하지 않았던 이정현의 일상과 반전 매력이 공개될 예정.
7216,이와 관련 신상출시 편스토랑 제작진은 이정현이 첫 등장부터 엄청난 요리 실력을 자랑했다.
7217,그녀의 일상은 물론 그녀가 앞으로 어떤 메뉴를 선보이고 어떻게 평가단과 시청자의 입맛을 사로잡을지 제작진도 기대된다.
7218,이와 함께 이정현의 등장으로 시작된 기존 편셰프들의 견제 또한 볼거리가 될 것이다.
7219,이번 신상출시 편스토랑에서는 이정현의 합류와 함께 우리 쌀 우리 밀에 이은 세 번째 메뉴대결 주제도 공개될 예정.
7220,초유의 먹통 대란으로 국민을 분노케 했지만 카카오로선 이 정도로 사태가 마무리되는 게 다행일 수 있다고 생각한다.
7221,미래의 카카오 데이터센터가 문제를 일으킨다면 서울 하늘을 날던 UAM(도심 항공 모빌리티)이 추락하고 고속도로를 질주하던 자율주행차들이 연쇄 추돌하는 참사를 빚을지도 모를 일이다.
7222,/ 장련성 기자										문제는 이번 사태의 뿌리라고 할 카카오의 문화 다시 말해 지금의 카카오를 낳은 성장 방식이 과연 이대로 괜찮냐는 것이다.
7223,그 기반에서 스타 개발자들이 금융·결제·교통 등으로 서비스 영역을 넓히고 이들을 분사·상장시켜 성공 주역들에게 막대한 스톡옵션을 안기는 식으로 성장해왔다.
7224,카카오의 이런 확장 방식은 왕족·공신들에게 땅을 분봉하던 중국 주나라를 연상시킨다.
7225,카카오가 재벌들을 제치고 수백억 수십억을 받는 연봉킹을 양산하는 회사가 된 것도 이 때문이다.
7226,수많은 IT·벤처기업이 모인 판교에서도 유독 카카오가 ‘체계가 없다’ ‘중구난방’이라는 평가를 받아온 것도 이런 성장 방식에 기인한다.
7227,카카오 자체는 기능 면에서 일상의 모든 영역을 커버하는 ‘만능 앱(everything app)’으로 진화했지만 제후국이 늘면서 구심력이 약화됐던 주나라처럼 카카오도 계열사들이 제각기 목소리를 내며 각개약진해왔다.
7228,기본 중의 기본을 놓친 데이터센터 이원화 실패도 확실한 구심점이 없는 카카오식 리더십의 필연적인 결과라고 볼 수 있다.
7229,하지만 연봉킹 스타 개발자를 포함한 카카오의 전 구성원들이 잊지 말아야 할 것이 하나 있다.
7230,엄혹한 경제 위기 때마다 IT 분야에서 신성장 기회를 찾겠다며 과감한 투자를 아끼지 않았던 역대 정부 ‘산업화는 늦었지만 정보화는 앞서가자’며 민관이 함께 구축한 거대한 초고속 유무선 인터넷망 무엇보다 자신의 신상·동선·이용 정보를 믿고 맡긴 국민들이 카카오 성장의 자양분이었다.
7231,카카오톡은 무료 서비스지만 국민들도 이런 정보를 돈 받고 제공한 게 아니다.
7232,카카오는 대신 더 싸고 안정적이고 혁신적인 서비스를 제공해야했지만 최근 들어 번번이 그 기대를 저버리고 있다.
7233,몇 년 전 중국판 카카오톡인 위챗의 중국 광저우 본사를 방문한 적이 있다.
7234,트래픽은 상상을 초월하지만 중국에서 위챗이 심각한 장애를 일으킨 걸 본 적 없고 최근까지도 그런 뉴스를 본 적도 없다.
7235,“그 막대한 트래픽을 어떻게 관리하느냐고 물었을 때 한 개발자가 한 말을 지금도 잊지 못한다.
7236,/사진이시영 인스타그램사진에서 이시영은 핑크 원피스를 입고 포즈를 취했다.
7237,특히 이시영은 고가의 샤넬 명품백과 명품 신발 등으로 스타일을 뽐내는 모습을 보였다.
7238,매니저 홍보팀 기자 등 연예계 최전선에 위치한 이들의 치열한 밥벌이 라이프와 가슴 설레는 로맨스를 재기발랄하게 담아낼 예정이다.
7239,이에 더해 이성경 김영대 윤종훈 김윤혜 박소진 이정신 등 청춘스타들이 의기투합해 안방극장에 산뜻한 봄바람을 불러올 것으로 예고되고 있다.
7240,예측할 수 없는 돌발 행동들로 스타포스엔터 식구들을 수시로 비상사태에 빠뜨리는 요주의 인물인 공태성은 그의 대외적 이미지를 책임지고 있는 홍보팀장 오한별(이성경 분)과 사사건건 투닥 거리며 천적 케미를 발산할 예정.
7241,공개된 스틸 속에서 김영대는 톱스타 공태성과 인간 공태성의 온도차를 완벽하게 소화하고 있는 모습.
7242,먼저 머리부터 발끝까지 완벽 세팅 된 채 카메라 앞에선 그는 치명적인 섹시미와 카리스마로 시선을 강탈한다.
7243,편안한 일상복 차림으로 스타포스엔터 사옥을 어슬렁거리는 모습이 흡사 한량처럼 보일 정도.
7244,이 와중에 금방이라도 사고를 칠 것 같은 눈빛으로 어딘가를 응시하는 김영대의 표정이 흥미진진하다.
7245,이에 본업 모드와 일상 모드 사이에서 확실한 온도차를 보여주며 반전 매력을 뽐낼 김영대의 활약에 귀추가 주목된다.
7246,한편 김영대는 공태성 캐릭터를 매력적으로 표현하기 위해서 톱스타의 모습을 갖추는 동시에 인간미를 동반한 반전 있는 성격을 표현하는 것에 신경 썼다고 밝혀 그의 연기 변신에 궁금증을 더했다.
7247,나아가 좋은 작품이 될 수 있도록 최선을 다해 촬영 했으니 재미있게 봐주시면 감사하겠다.
7248,시청자분들께 행복한 순간들을 많이 선물해 드릴 수 있으면 좋겠다고 전해 첫 방송에 대한 기대감을 고조시켰다.
7249,미우라 아야네 SNS 하퍼스 바자 제공과거 스타들은 유부남 유부녀 대열에 들어가면 으레 활동을 잠시 쉬곤 했다.
7250,김승현 이지훈 전진 등이 결혼으로 사랑꾼 이미지와 함께 예능 물꼬를 텄다.
7251,이에 힘입어 이지훈은 SBS 편먹고 공치리 라이프타임의 새 예능프로그램 백돌이 대탈출 출연을 확정 짓고 인기를 즐기고 있다.
7252,그간 날렵하면서도 재치 있는 유머로 동거동락 날아라 슛돌이 무한도전 등 다수의 예능에 출연했던 전진은 오랜 기간 연애 끝에 류이서와 결혼했다.
7253,특히 첫 만남부터 갈등까지 솔직하게 고백한 부부를 두고 많은 관심이 쏟아졌다.
7254,특히 돌싱포맨에 출연해 탁재훈 이상민 등 돌싱 형들을 만나 행복한 결혼 생활에 대한 언급을 하기도 했다.
7255,이후 엉성한 모습보다는 사랑꾼 면모가 부각되면서 신선한 매력을 발산 중이다.
7256,새신랑 캐릭터를 얻은 김승현은 채널A·SKY채널 다시 뜨거워지고 싶은 애로부부 SBS FiL 당신의 일상을 밝히는가 등의 MC로 발탁됐다.
7257,이에 대해 한 방송 관계자는 근래 신혼 때부터 본인의 일상을 보여주는 연예인 부부가 많아지고 있다.
7258,시청자들은 그들의 서사에 완벽히 몰입하고 본인들의 신혼기를 추억하기도 한다.
7259,예능에서 신혼부부 혹은 새신랑 새신부의 캐릭터가 호응을 받는 이유는 시청자들이 그들의 삶을 처음부터 봐왔기 때문에 응원하는 마음 때문일 것이라 바라봤다.
7260,관찰 예능의 유행으로 스타들의 자유로운 일상이 전파를 타게 됐고 보는 이들은 스타들의 켜켜이 쌓인 서사에 몰입하게 된다는 이야기다.
7261,아울러 사랑꾼이라는 이미지가 기본적으로 따라오면서 호감도가 급상승하게 된 배경이다.
7262,신혼의 즐거움을 전파하면서 결혼에 대한 긍정적인 영향도 함께 곁들이게 됐다.
7263,텐아시아윤준호 기자 가수 임영웅이 유튜브에서 제왕처럼 매주마다 기록을 세우고 있다.
7264,팬들을 살뜰히 챙기는 팬 바보로 알려진 임영웅은 유튜브 팬카페 SNS 등을 통해 팬들과 활발하게 소통하고 있다.
7265,/사진박하선 인스타그램 /사진박하선 인스타그램 배우 박하선이 파자마룩에 빠져있는 일상을 공유했다.
7266,공개된 사진 속 박하선은 카페와 테라스에서 파자마룩을 연상케 하는 스트라이프 셔츠를 입고 포즈를 취하고 있다.
7267,특히 박하선은 화장기 없는 민낯에 가까운 얼굴에도 여전히 청순한 미모를 자랑해 눈길을 끌었다.
7268,이를 본 네티즌들은 좋은 하루 보내세요 너무 귀엽다 역시 공블리 등 다양한 반응을 보였다.
7269,/사진미나 인스타그램가수 미나가 류필립과 함께 부산에서의 일상을 전하며 섹시한 매력을 과시했다.
7270,마지막 날까지 수영장에서 신나게 놀고 집에 왔어요라며 수영복을 입고 찍은 사진을 공개했다.
7271,/사진미나 인스타그램 /사진미나 인스타그램 /사진미나 인스타그램사진을 통해 미나는 컬러풀한 느낌의 비키니를 입고 섹시한 뒤태를 과시하고 있다.
7272,황재균 지연 /사진황재균 인스타그램야구선수 황재균이 가수 지연과 꿀 떨어지는 일상을 보였다.
7273,알(맛을 잘 아는) 스타들이 혼자 먹기 아까운 필살의 메뉴를 공개 이 중 메뉴 평가단의 평가를 통해 우승을 차지한 메뉴가 방송 다음 날 전국 편의점에 출시되는 신개념 편의점 신상 서바이벌이다.
7274,TV 속 먹방을 보며 나도 먹고 싶다를 외쳤던 시청자들의 로망을 충족시켜준다는 점 판매수익금을 결식아동에게 기부한다는 점 외에도 신상출시 편스토랑은 우리가 잘 몰랐던 스타들의 일상과 반전 면모를 엿볼 수 있다는 점에서 관심을 받고 있다.
7275,무엇보다 이정현이 첫 고정 예능 프로그램이자 결혼 후 처음으로 리얼한 일상을 낱낱이 공개한다는 점에서 기대를 모은다.
7276,와 바꿔 줄래 등 화려한 콘셉트로 가요계를 호령했던 가수 시절부터 데뷔작인 꽃잎부터 시작해 군함도 명량 등에서 강렬한 연기를 보여주고 있는 현재까지 그 어디서도 공개하지 않았던 이정현의 일상과 반전 매력이 공개될 예정.
7277,이와 관련 신상출시 편스토랑 제작진은 이정현이 첫 등장부터 엄청난 요리 실력을 자랑했다.
7278,그녀의 일상은 물론 그가 앞으로 어떤 메뉴를 선보이고 어떻게 평가단과 시청자의 입맛을 사로잡을지 제작진도 기대된다.
7279,이와 함께 이정현의 등장으로 시작된 기존 편셰프들의 견제 또한 볼거리가 될 것이다.
7280,놀라울 정도로 솔직하고 당당하며 유쾌하고 한편으로는 뭉클하기까지 한 이효리의 인생 스토리가 떡볶이집 그 오빠를 가득 채워줄 전망이다.
7281,세 오빠 중 유일한 유부남인 지석진이 연애할 때 싸우면 각자 집에 가는데 부부는 싸워도 한 집에 가야 한다고 하자 이효리는 나는 나간다.
7282,놀란 오빠들이 보통 남자가 나가지 않나?라고 묻자 이효리는 난 내가 나간다.
7283,그뿐만 아니라 우리는 전우 같은 느낌으로 산다며 요리는 오빠 담당이고 나는 청소 및 강아지 돌보기 담당이다라고 화려할 것 같지만 소탈하고 평범한 부부의 일상도 전한다.
7284,이어 이효리가 왜 아이를 갖고 싶다고 생각하게 됐는지 또 최근 그 생각에 큰 변화를 갖게 된 계기도 덧붙인다.
7285,그뿐만 아니라 이날 이효리는 뜨거운 화제를 모았던 스몰웨딩 비하인드도 공개한다.
7286,이 과정에서 이효리가 떡볶이집 그 오빠 큰 오빠 지석진을 보고 짠함을 느낀다고.
7287,스몰웨딩 토크 중 이효리가 지석진을 보고 웃픈 생각을 한 이유는 무엇일지 역시 궁금증을 높인다.
7288,/사진김지민 인스타그램김준호와 열애 중인 개그우먼 김지민이 근황을 전했다.
7289,공개된 사진에는 음식 사진부터 구멍 난 양말 땅콩빵 선반 설치 등 김지민의 일상이 담겨 있다.
7290,사진을 접한 팬들은 바쁘네 바빠 술 땡기쟈나~ 김준호랑 사귀는 거 아니죠?
7291,생활숙박시설과 오피스텔 모두 일상에 필요한 가전 가구 등을 제공해 편의성을 높일 계획이다.
7292,생활숙박시설의 경우 조식과 하우스키핑 펫케어 카세어링 등 다양한 컨시어지 서비스도 제공할 예정이다.
7293,별내자이 더 스타 이그제큐티브·오피스텔II는 별내역 역세권 입지를 누릴 수 있다.
7294,인근에 자리한 이마트 별내점을 비롯해 롯데시네마 별내점을 이용할 수 있으며 현대프리미엄 아울렛 스페이스원 코스트코 상봉점과 구리 농수산물도매시장까지 접근성도 좋다.
7295,별내 신도시를 둘러싸고 있는 불암산 수락산을 비롯해 갈매천 용암천 등 자연 하천도 자리해 자연 환경이 쾌적한 곳이다.
7296,여기에 별내신도시내 용암천자전거길 등 다양한 근린공원과 별내동 카페거리도 있어 주거 쾌적성 및 생활만족도가 높다.
7297,‘별내자이 더 스타 이그제큐티브·오피스텔II’의 청약은 오피스텔이 먼저 진행되고 이어 생활숙박시설 청약 일정이 진행된다.
7298,GS건설 분양 관계자는 “별내자이 더 스타 이그제큐티브·오피스텔II 가 들어서는 곳은 별내 신도시에서도 풍부한 교통망과 생활 인프라를 누릴 수 있는 우수한 입지로 평가되어 수요자의 많은 관심이 예상된다고 말했다.
7299,tvN 온앤오프 캡처헤럴드POP임의정 기자김윤아가 분주한 잉꼬부부의 오프 일상을 공개했다.
7300,이날 김윤아는 아침에 일어나자 마자 남편 김형규와 모닝 뽀뽀를 하며 아침 식사 준비와 운동을 함께하는 잉꼬 부부의 모습을 보여줬다.
7301,김윤아는 남편은 항상 본인도 애정이 많고 그 애정을 계속 확인받고 싶어하는 스타일이라고 했다.
7302,저녁이 되자 김윤아는 남편과 아들 민재와 함께 여름채소를 이용한 여름카레를 만들기 시작했다.
7303,양파와 고기를 먼저 냄비에 투입한 후 아들은 무거워라는 말을 내뱉으며 열심히 볶기 시작했다.
7304,이어 여름채소를 몽땅 투하한 뒤 토마토 소스와 물을 넣고 끓이기 시작했다.
7305,물이 끓기 시작하자 치킨스톡과 꿀 간장 우스터소스를 넣고 먹음직스러운 여름 카레를 완성했다.
7306,가족은 한 식탁에 나란히 앉아 여름카레를 먹으며 오순도순 식사 시간을 가졌다.
7307,김윤아는 제가 할 수 있는 일을 열심히 하면서 온과 오프의 균형을 맞추겠다며 최대한 행복하고 싶다.
7308,정감있고 보기 좋은 김윤아 가족의 일상이 시청자들의 마음을 훈훈하게 만들었다.
7309,한편 온앤오프는 어디서도 본 적 없는 스타들의 일과 일상 속 진솔하고 솔직담백한 이야기를 그리며 종영했다.
7310,칸·베를린·로카르노와 선댄스 영화제에서 격찬을 받은 수상작들이 가을이면 어김없이 부산국제영화제라는 항구에 입항한다.
7311,올해 두 번째 황금종려상을 안겨준 ‘슬픔의 삼각형’에서도 그는 지독한 유머와 풍자 감각을 잃지 않는다.
7312,저녁 밥값을 둘러싼 청춘 남녀의 일상적인 젠더 갈등에서 출발하지만 점차 위기 속에서도 제 살 길만 궁리하는 인간 본성에 대한 통렬한 야유로 변해간다.
7313,호화 요트 여행에 동승한 탑승객들이 겪는 천태만상을 통해서 인간 내면에 도사린 허영과 위선 속물성 등을 폭로한다.
7314,우디 앨런의 초기작 같은 언어 유희와 슬랩스틱 코미디적 요소 타이타닉 같은 재난극을 뭉뚱그린 문제작.
7315,올해 베를린 영화제 황금곰상 수상작인 ‘알카라스의 여름’ 역시 그런 미괄식이다.
7316,복숭아 나무를 모조리 베어내고 태양광 패널을 짓겠다는 땅 주인의 계획 때문이다.
7317,막다른 길에 내몰린 가족들은 저가 수매 반대의 구호를 외치며 손수 키운 복숭아를 대형 유통업체의 유리창을 향해 던진다.
7318,극 영화이지만 비전문 배우들과 함께 복숭아 수확철에 촬영해서 다큐멘터리적 느낌을 가미했다.
7319,거친 선동 구호의 정치극이나 값싼 신파극보다 훨씬 깊은 공감과 연민을 자아낸다.
7320,검붉은 태양 아래 광활한 평원에서 라마 떼를 이끌고 하염없이 걸어가는 노인의 모습을 비추면서 영화는 시작한다.
7321,푸른 하늘과 싯누런 황토의 강렬한 색채적 대비 덕분에 모든 장면은 그 자체로 한 폭의 그림이 된다.
7322,원경이든 근경이든 좀처럼 움직임이 드문 카메라도 자연스럽게 시적 정취를 자아낸다.
7323,볼리비아 감독 알레한드로 로아이사 그리시의 장편 데뷔작 ‘우타마 우리집’은 올해 선댄스 영화제 심사위원 대상 수상작.
7324,기후 변화라는 거대 담론과 노부부의 미시적 일상을 맞물린 영화적 착상이 빼어나다.
7325,생의 마지막 순간에 서서히 다가가는 후반부의 카메라 역시 무척 사려 깊다.
7326,브라질 여대생 시모네는 영화 대사처럼 낮에는 법학을 전공하지만 밤에는 온라인 공간에서 유사 성행위로 돈을 버는 이중 생활을 한다.
7327,영화 제목 역시 법률 용어 같지만 ‘상상 가능한 모든 주제의 포르노가 가능하다’는 영어권 온라인 신조어다.
7328,여성 희생자들을 도우려는 선의로 가득한 여주인공이 정작 가상 공간에서는 남성들의 성충동을 자극하는 양면성이먈로 영화의 묘한 매력이다.
7329,하지만 무엇이든 가능하다고 믿었던 여대생이 가정 폭력 사례들을 접하면서 고민에 빠지는 모습을 묘사한 후반부가 설득력 있다.
7330,하지만 친러 분리주의자들의 박격포 오발로 집 한 구석이 무너진 뒤부터 모든 상황이 급변한다.
7331,포화와 총성이 끊이지 않고 전운이 고조되자 급기야 마을 주민과 가족들마저 서로를 의심하고 다른 언어를 사용하기에 이른다.
7332,초반 설정에서 짐작할 수 있듯이 이르카의 가족은 우크라이나의 상황을 압축적으로 보여주는 상징이다.
7333,올해 베를린 영화제 감독상과 선댄스 영화제 파노라마 섹션 심사위원상 수상작.
7334,부산국제영화제도 ‘월드 시네마’ 부문 상영작으로 이 작품을 선정하며 영화를 통한 연대의 의미를 분명하게 드러냈다.
7335,‘바람의 향기’는 하반신 장애가 있는 중년 남자가 전신 마비의 아들을 보살피며 사는 이야기다.
7336,어느 날 전기가 끊겼다는 신고를 받고 집을 방문한 전기 기사가 이들 부자의 어려움을 외면하지 않고 고장 난 부품을 교체하기 위해 백방으로 수소문한다.
7337,하지만 낯선 기사의 환대와 선의(善意)가 연쇄 작용을 일으키면서 초반의 건조하고 삭막한 정서는 후반에 놀랄 만큼 따스하게 변모한다.
7338,모하게흐 감독은 “삶에는 사회적·정신적인 장애가 존재하며 장애와 맞닥뜨렸을 때 보여주는 사람들의 반응과 태도라는 주제를 다루고 싶었다고 말했다.
7339,캐나다로 이주한 모자(母子)의 굴곡진 사연을 다룬다는 점에서는 ‘미나리’의 캐나다 버전을 연상시킨다.
7340,‘라이스보이’라는 제목에도 캐나다의 학교에서 아들이 겪어야 했던 인종차별적 수모의 의미가 담겨 있다.
7341,잦은 장면 전환 없이 피사체를 향해서 넌지시 우회하는 카메라의 움직임이 무척 속 깊다.
7342,동선(動線)의 이면에는 이들 모자를 애틋하게 바라보는 또 다른 시선이 숨어 있다는 의미는 후반부의 한국 방문 장면에서 조금씩 드러난다.
7343,전개 방식도 정직한 편이지만 도입부 서술이 다소 길고 신파적 설정이 적지 않아서 관객 취향에 따라서는 호불호가 갈릴 수도 있다.
7344,흡사 ‘롤리타’와 ‘택시 드라이버’의 설정을 합친 듯한 이 영화는 윤리와 예술의 영역을 아슬아슬하게 넘나든다는 점에서 올해 영화제 상영작 중에서도 단연 문제작이다.
7345,낭만적 하이틴 청춘물과 미성년자 성착취의 사회물 가운데 장르를 예단하기 어렵다는 점이야말로 영화의 매력인 동시에 치명적 위험 요소다.
7346,영화에서 카메라가 흔들릴 적마다 등장 인물의 내면도 어김없이 요동치면서 장르적 성격마저 급변하는 것 같다.
7347,그는 외신 인터뷰에서 “어린 시절에는 인간 관계를 스스로 선택했거나 중심을 지키고 있다고 생각했지만 뒤늦게 그렇지 않았다는 사실을 깨닫고서 괴로웠던 적이 있었다며 “어린 시절 나 자신의 분신인 주인공을 통해서 내게 일어났거나 일어날 수 있었던 일을 탐구하려고 했다고 말했다.
7348,그렇다고 해도 사춘기 소녀의 심리 상태를 지배하려고 드는 ‘가스라이팅’의 후반 설정은 미국판 ‘나쁜 남자’라는 논란의 여지가 있다.
7349,필리핀을 대표하는 하이틴 스타 출신 샨티가 K 아이돌 라필루스로 데뷔한 계기를 밝혔다.
7350,라필루스의 데뷔곡 HIT YA!는 가요계에 첫 발을 내딛는 여섯 소녀들의 자신감과 포부를 담아낸다.
7351,말을 몰 때의 의성어인 이랴(giddyup)를 연상시키는 Hit ya!가 훅에 반복적으로 등장해 강렬한 중독성을 선사한다.
7352,또 샨티와 샤나는 앞서 다양한 일상을 담은 유튜브 콘텐츠를 통해 눈도장을 찍으며 데뷔 전부터 탄탄한 글로벌 팬덤을 구축했다.
7353,특히 샨티는 필리핀 아르헨티나 출신으로 특히 필리핀을 대표하는 하이틴 스타이기도하다.
7354,아이돌 선배님들을 보면서 나도 멋진 공연을 하고 싶다는 생각을 하게됐고 이렇게 좋은 계기가 생겨 데뷔할 수 있게됐다고 설명했다.
7355,앞으로의 목표를 질문하자 샨티는 라필루스 멤버들과 열심히 활동해서 다양한 콘셉트를 다 잘하는 그런 그룹이 되고싶다고 말했다.
7356,≪태유나의 오예≫오늘 주목할 만한 예능웨이브 성소수자 예능 메리 퀴어 남의 연애 잇달아 론칭텐아시아태유나 기자 메리 퀴어 남의 연애 로고.
7357,어떤 걸 볼지 고민인 독자들에게 태유나 텐아시아 기자가 예능 가이드가 돼 드립니다.
7358,예능계 핫이슈는 물론 관전 포인트 주요 인물 비하인드 스토리까지 낱낱히 파헤쳐 프로그램 시청에 재미를 더합니다.
7359,최근 방송계에서 BL 드라마와 같은 퀴어 콘텐츠가 흥행에 성공하며 동성애에 대한 벽이 낮아진 틈새를 노린 것이지만 드라마와 예능은 다른 법.
7360,여전히 성소수자에 대한 시선이 마냥 따스하지만은 않은 상황 속 기대와 우려의 목소리가 공존하고 있다.
7361,메리 퀴어는 당당한 연애와 결혼을 향한 성 소수자 커플들의 도전기를 담은 커밍아웃 로맨스 예능으로 동거 중인 게이와 레즈비언 트렌스젠더 커플의 일상을 담는다.
7362,남의 연애는 동성에게 끌리는 남자(게이)들이 남의 집에 입주해 서로의 마음을 확인하는 과정을 담은 데이팅 프로그램이다.
7363,이는 최근 OTT를 타고 대중적인 콘텐츠로 영역을 확장해나가고 있는 BL(Boys Love) 물에 연애 리얼리티 콘텐츠를 접목해 만든 것으로 성소수자들의 생생한 일상과 사랑을 보여줌으로써 예능의 장르를 확장하겠다는 취지다.
7364,잘생기긴 남자 주인공들이 나와 설레는 연애를 하는 모습이 여성들의 판타지를 충족해주기 때문.
7365,음지에서 양지로 나온 BL 물이 대중적인 콘텐츠로 성장할 수 있었던 이유 역시 성소수자가 받는 차별과 억압 등의 심각한 내용보다 청춘 멜로물에 가깝게 그려졌기에 가능했다.
7366,그러나 성소수자를 연기하는 드라마와 달리 여전히 실제 성소수자에 대한 인식 자체는 여전히 부정적인 반응을 완벽히 지우지 못한 상황.
7367,이에 성소수자들의 리얼한 이야기를 다루는 예능에 관한 우려의 목소리 역시 크다.
7368,성 다양성에 대한 인식이 넓어진 상황에서 이들의 예능 역시 통할 수 있을까.
7369,웨이브의 파격적인 도전이 K-예능의 한 획을 긋는 승부수가 될지 과거의 실패를 되풀이하는 자충수가 될지 이목이 쏠린다.
7370,회사는 운영해야 하다 보니 영상 제작에 뛰어들었다고 창업 배경을 설명했다.
7371,또 레이싱은 위험하다는 편견에 대해 레이싱카를 만들 때 가장 중요한 건 드라이버의 안전이다.
7372,애들도 그러면 어쩌나 했는데 다행히 엄마를 닮아서 귀티가 좀 난다고 너스레를 떨었다.
7373,약골 캐릭터로 주목 받은 그는 개그콘서트의 코너 봉숭아 학당에서 엔터테인먼트 사장 역할을 맡아 스타가 되고 싶으면 연락해란 유행어로 많은 사랑을 받았다.
7374,인근에 자리한 이마트 별내점을 비롯해 롯데시네마 별내점을 이용할 수 있으며 현대프리미엄 아울렛 스페이스원 코스트코 상봉점과 구리 농수산물도매시장까지 접근성도 좋다.
7375,생활숙박시설과 오피스텔 모두 일상에 필요한 가전 가구 등을 제공해 편의성을 높이고 생활숙박시설의 경우 조식 하우스키핑 펫케어 카세어링 등 다양한 컨시어지 서비스도 제공할 예정이다.
7376,‘아이패스 파워스틱’은 휴대가 간편한 스틱형 파우치로 학교 학원 독서실 등 언제 어디서나 가볍게 섭취할 수 있다.
7377,베리농축액과 바나나농축액으로 건강한 단맛을 구현하여 홍삼 입문자도 거부감 없이 섭취할 수 있는 점도 특징이다.
7378,KGC인삼공사 관계자는 “학업으로 바쁜 일상을 보내고 있을 학생들을 위해 간편하게 피로를 관리할 수 있는 아이패스 파워스틱을 기획하게 됐다고 밝혔다.
7379,자녀의 미래를 준비하는 법 학부모 멘탈관리법 등을 주제로 오프라인 강연이 예정되어 있으며 온라인으로도 업로드 예정이다.
7380,정관장몰 이벤트 페이지에서 관련 내용을 확인할 수 있으며 댓글 이벤트 참여 고객 중 추첨을 통해 ‘오프라인 강연 초청권’을 증정한다.
